participant,list,discriminability,phase,relevance,response,sufficient,hex,trial,matCode,matLabel,colLabel,accurate,non_filler_count,overdescription,adjective,dimOfOverDescription
participant009,list2,high,description,base,the orange bat,color,#f8884f,critical,metal_wood_00,metal,orange,TRUE,1,FALSE,color,NA
participant009,list2,low,description,relevant,the yellow bat,color,#fab650,critical,metal_wood_08,wood,yellow,TRUE,1,FALSE,color,NA
participant009,list2,low,description,relevant,the orange bat,color,#faaf50,critical,metal_wood_08,wood,orange,TRUE,1,FALSE,color,NA
participant009,list2,low,description,irrelevant,the orange bat,color,#f8884f,critical,metal_wood_05,metal,orange,TRUE,1,FALSE,color,NA
participant009,list2,high,description,base,the wood bat,sound,#f8884f,critical,metal_wood_09,wood,orange,TRUE,1,FALSE,material,NA
participant009,list2,high,description,base,the metal bat,sound,#f8dc4f,critical,metal_wood_00,metal,yellow,TRUE,1,FALSE,material,NA
participant009,list2,high,description,base,the metal bat,sound,#f8dc4f,critical,metal_wood_01,metal,yellow,TRUE,1,FALSE,material,NA
participant009,list2,low,description,irrelevant,the orange bat,color,#f8884f,critical,metal_wood_06,wood,orange,TRUE,1,FALSE,color,NA
participant009,list2,low,description,irrelevant,the metal bat,sound,#fab650,critical,metal_wood_00,metal,yellow,TRUE,1,FALSE,material,NA
participant009,list2,low,description,relevant,the yellow wood bat,sound,#f8dc4f,critical,metal_wood_05,metal,yellow,FALSE,2,TRUE,color & material,color
participant009,list2,low,description,relevant,the metal orange bat,sound,#f8884f,critical,metal_wood_05,metal,orange,TRUE,2,TRUE,color & material,color
participant009,list2,high,description,relevant,the yellow bat,color,#f8dc4f,filler,metal_wood_01,metal,yellow,TRUE,1,FALSE,color,NA
participant009,list2,high,description,relevant,the yellow bat,color,#f8dc4f,filler,metal_wood_00,metal,yellow,TRUE,1,FALSE,color,NA
participant009,list2,low,description,irrelevant,the metal bat,sound,#faaf50,critical,metal_wood_01,metal,orange,TRUE,1,FALSE,material,NA
participant009,list2,high,description,relevant,the wood bat,sound,#f8dc4f,filler,metal_wood_09,wood,yellow,TRUE,1,FALSE,material,NA
participant009,list2,low,description,irrelevant,the orange bat,color,#f8884f,critical,metal_wood_05,metal,orange,TRUE,1,FALSE,color,NA
participant009,list2,low,description,relevant,the orange bat,color,#faaf50,critical,metal_wood_09,wood,orange,TRUE,1,FALSE,color,NA
participant009,list2,high,description,relevant,the metal bat,sound,#f8dc4f,filler,metal_wood_01,metal,yellow,TRUE,1,FALSE,material,NA
participant009,list2,low,description,relevant,the yellow metal bat,sound,#f8dc4f,critical,metal_wood_05,metal,yellow,TRUE,2,TRUE,color & material,color
participant009,list2,low,description,irrelevant,the yellow bat,color,#f8dc4f,critical,metal_wood_05,metal,yellow,TRUE,1,FALSE,color,NA
participant009,list2,low,description,irrelevant,the wood bat,sound,#fab650,critical,metal_wood_09,wood,yellow,TRUE,1,FALSE,material,NA
participant009,list2,low,description,relevant,the yellow metal bat,color,#fab650,critical,metal_wood_00,metal,yellow,TRUE,2,TRUE,color & material,material
participant009,list2,low,description,irrelevant,the metal bat,sound,#fab650,critical,metal_wood_00,metal,yellow,TRUE,1,FALSE,material,NA
participant009,list2,high,description,base,the wood bat,sound,#f8884f,critical,metal_wood_09,wood,orange,TRUE,1,FALSE,material,NA
participant009,list2,low,description,irrelevant,the metal bat,sound,#faaf50,critical,metal_wood_01,metal,orange,TRUE,1,FALSE,material,NA
participant009,list2,high,description,base,the orange bat,color,#f8884f,critical,metal_wood_08,wood,orange,TRUE,1,FALSE,color,NA
participant009,list2,low,description,irrelevant,the orange bat,color,#f8884f,critical,metal_wood_06,wood,orange,TRUE,1,FALSE,color,NA
participant009,list2,high,description,relevant,the wood bat,sound,#f8884f,filler,metal_wood_09,wood,orange,TRUE,1,FALSE,material,NA
participant009,list2,low,description,irrelevant,the orange bat,color,#f8884f,critical,metal_wood_06,wood,orange,TRUE,1,FALSE,color,NA
participant009,list2,high,description,base,the yellow bat,color,#f8dc4f,critical,metal_wood_08,wood,yellow,TRUE,1,FALSE,color,NA
participant009,list2,high,description,relevant,the orange bat,color,#f8884f,filler,metal_wood_09,wood,orange,TRUE,1,FALSE,color,NA
participant009,list2,high,description,base,the yellow metal bat,sound,#f8dc4f,critical,metal_wood_00,metal,yellow,TRUE,2,TRUE,color & material,color
participant009,list2,high,description,base,the yellow bat,color,#f8dc4f,critical,metal_wood_01,metal,yellow,TRUE,1,FALSE,color,NA
participant009,list2,high,description,base,the orange wood bat,sound,#f8884f,critical,metal_wood_08,wood,orange,TRUE,2,TRUE,color & material,color
participant009,list2,high,description,base,the yellow bat,color,#f8dc4f,critical,metal_wood_01,metal,yellow,TRUE,1,FALSE,color,NA
participant009,list2,high,description,relevant,the metal bat,sound,#f8dc4f,filler,metal_wood_01,metal,yellow,TRUE,1,FALSE,material,NA
participant009,list2,low,description,irrelevant,the yellow bat,color,#f8dc4f,critical,metal_wood_06,wood,yellow,TRUE,1,FALSE,color,NA
participant009,list2,high,description,base,the yellow bat,color,#f8dc4f,critical,metal_wood_09,wood,yellow,TRUE,1,FALSE,color,NA
participant009,list2,low,description,irrelevant,the wood bat,sound,#faaf50,critical,metal_wood_08,wood,orange,TRUE,1,FALSE,material,NA
participant009,list2,low,description,relevant,the yellow metal bat,sound,#f8dc4f,critical,metal_wood_05,metal,yellow,TRUE,2,TRUE,color & material,color
participant009,list2,high,description,relevant,the orange bat,color,#f8884f,filler,metal_wood_00,metal,orange,TRUE,1,FALSE,color,NA
participant009,list2,high,description,base,the orange bat,color,#f8884f,critical,metal_wood_08,wood,orange,TRUE,1,FALSE,color,NA
participant009,list2,high,description,relevant,the wood bat,sound,#f8dc4f,filler,metal_wood_08,wood,yellow,TRUE,1,FALSE,material,NA
participant009,list2,low,description,relevant,the yellow wood bat,color,#fab650,critical,metal_wood_08,wood,yellow,TRUE,2,TRUE,color & material,material
participant009,list2,low,description,relevant,the orange wood bat,sound,#f8884f,critical,metal_wood_06,wood,orange,TRUE,2,TRUE,color & material,color
participant009,list2,low,description,irrelevant,the wood bat,sound,#fab650,critical,metal_wood_08,wood,yellow,TRUE,1,FALSE,material,NA
participant009,list2,low,description,relevant,the orange wood bat,sound,#f8884f,critical,metal_wood_06,wood,orange,TRUE,2,TRUE,color & material,color
participant010,list2,high,description,relevant,the metal bat,sound,#f8dc4f,filler,metal_wood_01,metal,yellow,TRUE,1,FALSE,material,NA
participant010,list2,high,description,relevant,the yellow bat,color,#f8dc4f,filler,metal_wood_01,metal,yellow,TRUE,1,FALSE,color,NA
participant010,list2,low,description,relevant,the yellow bat,color,#fabe50,critical,metal_wood_00,metal,NA,TRUE,1,FALSE,color,NA
participant010,list2,high,description,base,the orange bat,color,#f8884f,critical,metal_wood_01,metal,orange,TRUE,1,FALSE,color,NA
participant010,list2,low,description,irrelevant,the yellow bat,color,#f8dc4f,critical,metal_wood_07,wood,yellow,TRUE,1,FALSE,color,NA
participant010,list2,high,description,base,the orange bat,color,#f8884f,critical,metal_wood_00,metal,orange,TRUE,1,FALSE,color,NA
participant010,list2,high,description,base,the yellow bat,color,#f8dc4f,critical,metal_wood_01,metal,yellow,TRUE,1,FALSE,color,NA
participant010,list2,high,description,relevant,the yellow wood bat,sound,#f8dc4f,filler,metal_wood_09,wood,yellow,TRUE,2,TRUE,color & material,color
participant010,list2,low,description,irrelevant,the orange bat,color,#f8884f,critical,metal_wood_07,wood,orange,TRUE,1,FALSE,color,NA
participant010,list2,low,description,irrelevant,the yellow wood bat,sound,#fabb50,critical,metal_wood_09,wood,orange,TRUE,2,TRUE,color & material,color
participant010,list2,high,description,relevant,the orange bat,color,#f8884f,filler,metal_wood_09,wood,orange,TRUE,1,FALSE,color,NA
participant010,list2,low,description,relevant,the yellow bat,color,#fabe50,critical,metal_wood_09,wood,NA,TRUE,1,FALSE,color,NA
participant010,list2,low,description,irrelevant,the yellow wood bat,sound,#fabe50,critical,metal_wood_09,wood,NA,TRUE,2,TRUE,color & material,color
participant010,list2,high,description,base,the orange metal bat,sound,#f8884f,critical,metal_wood_01,metal,orange,TRUE,2,TRUE,color & material,color
participant010,list2,high,description,base,the yellow bat,color,#f8dc4f,critical,metal_wood_08,wood,yellow,TRUE,1,FALSE,color,NA
participant010,list2,low,description,relevant,the yellow bat,color,#fabe50,critical,metal_wood_01,metal,NA,TRUE,1,FALSE,color,NA
participant010,list2,low,description,irrelevant,the yellow wood bat,sound,#fabb50,critical,metal_wood_01,metal,orange,FALSE,2,TRUE,color & material,color
participant010,list2,low,description,relevant,the orange metal bat,sound,#f8884f,critical,metal_wood_03,metal,orange,TRUE,2,TRUE,color & material,color
participant010,list2,low,description,relevant,the orange metal bat,sound,#f8884f,critical,metal_wood_03,metal,orange,TRUE,2,TRUE,color & material,color
participant010,list2,high,description,relevant,the yellow wood bat,sound,#f8dc4f,filler,metal_wood_09,wood,yellow,TRUE,2,TRUE,color & material,color
participant010,list2,high,description,base,the orange bat,color,#f8884f,critical,metal_wood_00,metal,orange,TRUE,1,FALSE,color,NA
participant010,list2,low,description,irrelevant,the yellow wood bat,sound,#fabe50,critical,metal_wood_08,wood,NA,TRUE,2,TRUE,color & material,color
participant010,list2,low,description,irrelevant,the yellow bat,color,#f8dc4f,critical,metal_wood_07,wood,yellow,TRUE,1,FALSE,color,NA
participant010,list2,low,description,relevant,the orange metal bat,color,#fabb50,critical,metal_wood_00,metal,orange,TRUE,2,TRUE,color & material,material
participant010,list2,low,description,relevant,the yellow metal bat,sound,#f8dc4f,critical,metal_wood_03,metal,yellow,TRUE,2,TRUE,color & material,color
participant010,list2,low,description,irrelevant,the yellow bat,color,#f8dc4f,critical,metal_wood_07,wood,yellow,TRUE,1,FALSE,color,NA
participant010,list2,high,description,base,the orange bat,color,#f8884f,critical,metal_wood_09,wood,orange,TRUE,1,FALSE,color,NA
participant010,list2,high,description,relevant,the yellow bat,color,#f8dc4f,filler,metal_wood_09,wood,yellow,TRUE,1,FALSE,color,NA
participant010,list2,low,description,relevant,the orange wood bat,sound,#f8884f,critical,metal_wood_07,wood,orange,TRUE,2,TRUE,color & material,color
participant010,list2,high,description,relevant,the orange wood bat,sound,#f8884f,filler,metal_wood_08,wood,orange,TRUE,2,TRUE,color & material,color
participant010,list2,low,description,relevant,the yellow bat,color,#fabe50,critical,metal_wood_08,wood,NA,TRUE,1,FALSE,color,NA
participant010,list2,low,description,irrelevant,the orange metal bat,sound,#fabb50,critical,metal_wood_01,metal,orange,TRUE,2,TRUE,color & material,color
participant010,list2,low,description,relevant,the orange bat,color,#fabb50,critical,metal_wood_01,metal,orange,TRUE,1,FALSE,color,NA
participant010,list2,high,description,relevant,the metal bat,sound,#f8884f,filler,metal_wood_01,metal,orange,TRUE,1,FALSE,material,NA
participant010,list2,low,description,relevant,the wood bat,sound,#f8884f,critical,metal_wood_07,wood,orange,TRUE,1,FALSE,material,NA
participant010,list2,low,description,irrelevant,the yellow bat,color,#f8dc4f,critical,metal_wood_03,metal,yellow,TRUE,1,FALSE,color,NA
participant010,list2,high,description,base,the metal bat,sound,#f8dc4f,critical,metal_wood_01,metal,yellow,TRUE,1,FALSE,material,NA
participant010,list2,low,description,irrelevant,the wood bat,sound,#fabe50,critical,metal_wood_08,wood,NA,TRUE,1,FALSE,material,NA
participant010,list2,high,description,base,the yellow bat,color,#f8dc4f,critical,metal_wood_09,wood,yellow,TRUE,1,FALSE,color,NA
participant010,list2,high,description,base,the orange wood bat,sound,#f8884f,critical,metal_wood_09,wood,orange,TRUE,2,TRUE,color & material,color
participant010,list2,high,description,base,the wood bat,sound,#f8884f,critical,metal_wood_08,wood,orange,TRUE,1,FALSE,material,NA
participant010,list2,low,description,irrelevant,the orange bat,color,#f8884f,critical,metal_wood_03,metal,orange,TRUE,1,FALSE,color,NA
participant010,list2,low,description,relevant,the orange metal bat,color,#fabb50,critical,metal_wood_00,metal,orange,TRUE,2,TRUE,color & material,material
participant010,list2,low,description,irrelevant,the orange bat,color,#f8884f,critical,metal_wood_03,metal,orange,TRUE,1,FALSE,color,NA
participant010,list2,low,description,relevant,the wood bat,sound,#f8884f,critical,metal_wood_07,wood,orange,TRUE,1,FALSE,material,NA
participant010,list2,low,description,irrelevant,the yellow bat,color,#f8dc4f,critical,metal_wood_03,metal,yellow,TRUE,1,FALSE,color,NA
participant010,list2,low,description,relevant,the orange metal bat,sound,#f8884f,critical,metal_wood_07,wood,orange,FALSE,2,TRUE,color & material,color
participant010,list2,low,description,irrelevant,the orange metal bat,sound,#fabe50,critical,metal_wood_00,metal,NA,TRUE,2,TRUE,color & material,color
participant010,list2,high,description,relevant,the yellow bat,color,#f8dc4f,filler,metal_wood_09,wood,yellow,TRUE,1,FALSE,color,NA
participant010,list2,low,description,relevant,the orange wood bat,color,#fabb50,critical,metal_wood_08,wood,orange,TRUE,2,TRUE,color & material,material
participant010,list2,high,description,relevant,the orange bat,color,#f8884f,filler,metal_wood_01,metal,orange,TRUE,1,FALSE,color,NA
participant010,list2,high,description,relevant,the metal bat,sound,#f8dc4f,filler,metal_wood_01,metal,yellow,TRUE,1,FALSE,material,NA
participant010,list2,high,description,relevant,the orange bat,color,#f8884f,filler,metal_wood_00,metal,orange,TRUE,1,FALSE,color,NA
participant010,list2,high,description,base,the yellow metal bat,color,#f8dc4f,critical,metal_wood_01,metal,yellow,TRUE,2,TRUE,color & material,material
participant010,list2,low,description,relevant,the metal bat,sound,#f8dc4f,critical,metal_wood_03,metal,yellow,TRUE,1,FALSE,material,NA
participant010,list2,low,description,irrelevant,the wood bat,sound,#fabb50,critical,metal_wood_09,wood,orange,TRUE,1,FALSE,material,NA
participant010,list2,high,description,base,the orange wood bat,sound,#f8884f,critical,metal_wood_09,wood,orange,TRUE,2,TRUE,color & material,color
participant011,list2,high,description,relevant,wooden bat,sound,#f8dc4f,filler,metal_wood_09,wood,yellow,TRUE,1,FALSE,material,NA
participant011,list2,high,description,relevant,wooden bat,sound,#f8884f,filler,metal_wood_09,wood,orange,TRUE,1,FALSE,material,NA
participant011,list2,low,description,irrelevant,yellow bat,color,#f8dc4f,critical,metal_wood_08,metal,yellow,TRUE,1,FALSE,color,NA
participant011,list2,high,description,base,metal bat,sound,#f8dc4f,critical,metal_wood_00,metal,yellow,TRUE,1,FALSE,material,NA
participant011,list2,low,description,relevant,yellow bat,color,#f9c550,critical,metal_wood_00,metal,orange,FALSE,1,FALSE,color,NA
participant011,list2,high,description,base,metal bat,sound,#f8884f,critical,metal_wood_01,metal,orange,TRUE,1,FALSE,material,NA
participant011,list2,low,description,relevant,yellow metal,sound,#f8dc4f,critical,metal_wood_08,metal,yellow,TRUE,2,TRUE,color & material,color
participant011,list2,high,description,base,orange bat,color,#f8884f,critical,metal_wood_00,metal,orange,TRUE,1,FALSE,color,NA
